account_id,company_name,segment,industry,employee_count,subscription_plan,annual_contract_value,monthly_recurring_revenue,country,region,created_at,contract_start_date,contract_end_date,account_status,churn_status,churn_date,health_score,customer_success_owner,support_plan
acct_0127,Clearpath Partners 126,agency,construction,225,business,34998.43,2916.54,IN,Asia Pacific,2024-03-16T00:00:00Z,2024-05-12T00:00:00Z,2025-05-12T00:00:00Z,active,not_churned,,42,csm_16,priority
acct_0128,Summit Digital 127,enterprise,healthcare,6356,enterprise,203090.0,16924.17,IN,North America,2023-03-02T00:00:00Z,2023-03-15T00:00:00Z,2024-03-14T00:00:00Z,churned,churned,2024-09-01T00:00:00Z,17,csm_16,dedicated
acct_0129,Harbor Services 128,small_business,software,25,team,4424.07,368.67,DE,Europe,2025-03-04T00:00:00Z,2025-04-15T00:00:00Z,2026-04-15T00:00:00Z,trial,not_churned,,54,,email_chat
acct_0130,Brightlane Works 129,small_business,education,65,team,5546.03,462.17,FR,Latin America,2025-04-26T00:00:00Z,2025-06-08T00:00:00Z,2026-06-08T00:00:00Z,active,not_churned,,56,,email_chat
acct_0131,Northstar Studios 130,enterprise,healthcare,12892,enterprise,180873.77,15072.81,FR,Asia Pacific,2024-03-07T00:00:00Z,2024-04-25T00:00:00Z,2025-04-25T00:00:00Z,active,not_churned,,54,csm_15,dedicated
acct_0132,Bluefield Collective 131,enterprise,consulting,3377,enterprise,175628.33,14635.69,DE,Europe,2024-04-19T00:00:00Z,2024-06-05T00:00:00Z,2025-06-05T00:00:00Z,active,not_churned,,35,csm_04,dedicated
acct_0133,Keystone Group 132,individual,software,3,starter,356.02,29.67,DE,Latin America,2024-07-09T00:00:00Z,2024-08-05T00:00:00Z,2025-08-05T00:00:00Z,active,not_churned,,64,,email
acct_0134,Juniper Systems 133,small_business,manufacturing,75,starter,426.66,35.55,BR,Latin America,2024-08-31T00:00:00Z,2024-09-30T00:00:00Z,2025-09-30T00:00:00Z,churned,churned,2026-01-15T00:00:00Z,45,,email
acct_0135,Riverbend Solutions 134,enterprise,manufacturing,9159,enterprise,128200.53,10683.38,AU,North America,2023-06-01T00:00:00Z,2023-07-10T00:00:00Z,2024-07-09T00:00:00Z,active,not_churned,,74,csm_12,dedicated
acct_0136,Metroline Labs 135,small_business,healthcare,10,team,3324.43,277.04,US,North America,2025-04-11T00:00:00Z,2025-05-17T00:00:00Z,2026-05-17T00:00:00Z,active,not_churned,,39,,email_chat
acct_0137,Clearpath Partners 136,small_business,financial_services,76,team,5789.19,482.43,BR,Latin America,2023-02-24T00:00:00Z,2023-04-19T00:00:00Z,2024-04-18T00:00:00Z,active,not_churned,,87,,email_chat
acct_0138,Summit Digital 137,small_business,consulting,18,starter,672.99,56.08,IN,Europe,2023-11-09T00:00:00Z,2023-11-20T00:00:00Z,2024-11-19T00:00:00Z,active,not_churned,,60,,email
acct_0139,Harbor Services 138,enterprise,financial_services,4947,enterprise,213703.03,17808.59,US,North America,2025-03-01T00:00:00Z,2025-04-12T00:00:00Z,2026-04-12T00:00:00Z,active,not_churned,,75,csm_11,dedicated
acct_0140,Brightlane Works 139,small_business,retail,10,team,4601.09,383.42,AU,Asia Pacific,2023-12-03T00:00:00Z,2024-01-11T00:00:00Z,2025-01-10T00:00:00Z,active,not_churned,,57,,email_chat
acct_0141,Northstar Studios 140,agency,financial_services,199,business,16182.53,1348.54,CA,North America,2023-08-31T00:00:00Z,2023-10-18T00:00:00Z,2024-10-17T00:00:00Z,active,not_churned,,80,csm_06,priority
acct_0142,Bluefield Collective 141,mid_market,manufacturing,466,business,31021.69,2585.14,GB,Asia Pacific,2025-03-26T00:00:00Z,2025-04-17T00:00:00Z,2026-04-17T00:00:00Z,active,not_churned,,67,csm_05,priority
acct_0143,Keystone Group 142,small_business,healthcare,44,team,5398.15,449.85,AU,Asia Pacific,2025-03-31T00:00:00Z,2025-05-30T00:00:00Z,2026-05-30T00:00:00Z,active,not_churned,,50,,email_chat
acct_0144,Juniper Systems 143,enterprise,education,15234,enterprise,158885.87,13240.49,US,Europe,2023-12-17T00:00:00Z,2024-01-08T00:00:00Z,2025-01-07T00:00:00Z,churned,churned,2025-01-23T00:00:00Z,29,csm_16,dedicated
acct_0145,Riverbend Solutions 144,individual,consulting,2,starter,520.8,43.4,AU,Asia Pacific,2024-08-05T00:00:00Z,2024-08-16T00:00:00Z,2025-08-16T00:00:00Z,active,not_churned,,35,,email
acct_0146,Metroline Labs 145,small_business,education,53,team,4601.88,383.49,US,Europe,2023-05-12T00:00:00Z,2023-06-14T00:00:00Z,2024-06-13T00:00:00Z,active,not_churned,,59,,email_chat
acct_0147,Clearpath Partners 146,small_business,manufacturing,30,starter,407.76,33.98,IN,Europe,2023-09-26T00:00:00Z,2023-11-24T00:00:00Z,2024-11-23T00:00:00Z,active,not_churned,,63,,email
acct_0148,Summit Digital 147,agency,marketing,224,business,27108.19,2259.02,US,Latin America,2023-02-11T00:00:00Z,2023-04-01T00:00:00Z,2024-03-31T00:00:00Z,active,not_churned,,56,csm_15,priority
acct_0149,Harbor Services 148,mid_market,software,753,business,36112.8,3009.4,BR,Latin America,2024-01-18T00:00:00Z,2024-02-17T00:00:00Z,2025-02-16T00:00:00Z,active,not_churned,,35,csm_17,priority
acct_0150,Brightlane Works 149,agency,retail,122,business,18622.73,1551.89,IN,Latin America,2024-08-28T00:00:00Z,2024-08-29T00:00:00Z,2025-08-29T00:00:00Z,active,not_churned,,61,csm_07,priority
acct_0151,Northstar Studios 150,small_business,education,33,team,3935.81,327.98,DE,North America,2024-10-24T00:00:00Z,2024-10-25T00:00:00Z,2025-10-25T00:00:00Z,active,not_churned,,70,,email_chat
acct_0152,Bluefield Collective 151,small_business,education,65,team,6293.59,524.47,GB,Europe,2023-02-18T00:00:00Z,2023-04-14T00:00:00Z,2024-04-13T00:00:00Z,active,not_churned,,32,,email_chat
acct_0153,Keystone Group 152,small_business,financial_services,68,starter,328.09,27.34,AU,Latin America,2024-08-30T00:00:00Z,2024-10-23T00:00:00Z,2025-10-23T00:00:00Z,active,not_churned,,34,,email
acct_0154,Juniper Systems 153,agency,consulting,222,team,2773.68,231.14,DE,Latin America,2024-09-05T00:00:00Z,2024-09-14T00:00:00Z,2025-09-14T00:00:00Z,churned,churned,2025-09-11T00:00:00Z,50,,email_chat
acct_0155,Riverbend Solutions 154,individual,marketing,2,starter,470.49,39.21,GB,North America,2024-11-26T00:00:00Z,2025-01-06T00:00:00Z,2026-01-06T00:00:00Z,active,not_churned,,57,,email
acct_0156,Metroline Labs 155,small_business,construction,75,starter,473.25,39.44,GB,Asia Pacific,2023-11-18T00:00:00Z,2023-11-21T00:00:00Z,2024-11-20T00:00:00Z,active,not_churned,,90,,email
acct_0157,Clearpath Partners 156,small_business,consulting,19,starter,597.74,49.81,CA,North America,2023-07-23T00:00:00Z,2023-08-21T00:00:00Z,2024-08-20T00:00:00Z,trial,not_churned,,89,,email
acct_0158,Summit Digital 157,mid_market,healthcare,839,enterprise,127537.78,10628.15,DE,North America,2023-01-12T00:00:00Z,2023-01-15T00:00:00Z,2024-01-15T00:00:00Z,active,not_churned,,61,csm_07,dedicated
acct_0159,Harbor Services 158,mid_market,financial_services,182,enterprise,102706.43,8558.87,IN,North America,2024-12-23T00:00:00Z,2024-12-28T00:00:00Z,2025-12-28T00:00:00Z,active,not_churned,,66,csm_01,dedicated
acct_0160,Brightlane Works 159,mid_market,construction,543,business,28607.62,2383.97,AU,Europe,2023-10-05T00:00:00Z,2023-10-20T00:00:00Z,2024-10-19T00:00:00Z,active,not_churned,,45,csm_01,priority
acct_0161,Northstar Studios 160,individual,consulting,3,starter,528.09,44.01,IN,North America,2023-10-09T00:00:00Z,2023-11-01T00:00:00Z,2024-10-31T00:00:00Z,active,not_churned,,85,,email
acct_0162,Bluefield Collective 161,enterprise,construction,16988,enterprise,178168.42,14847.37,US,Europe,2023-11-13T00:00:00Z,2023-12-31T00:00:00Z,2024-12-30T00:00:00Z,active,not_churned,,38,csm_04,dedicated
acct_0163,Keystone Group 162,small_business,software,72,team,4906.79,408.9,AU,Asia Pacific,2023-12-15T00:00:00Z,2024-02-13T00:00:00Z,2025-02-12T00:00:00Z,active,not_churned,,75,,email_chat
acct_0164,Juniper Systems 163,individual,healthcare,3,starter,646.73,53.89,IN,Asia Pacific,2023-12-25T00:00:00Z,2024-01-14T00:00:00Z,2025-01-13T00:00:00Z,active,not_churned,,41,,email
acct_0165,Riverbend Solutions 164,mid_market,consulting,1126,business,26375.4,2197.95,AU,Asia Pacific,2024-12-30T00:00:00Z,2025-01-27T00:00:00Z,2026-01-27T00:00:00Z,active,not_churned,,74,csm_07,priority
acct_0166,Metroline Labs 165,agency,construction,37,team,6686.2,557.18,DE,North America,2023-07-19T00:00:00Z,2023-09-16T00:00:00Z,2024-09-15T00:00:00Z,active,not_churned,,70,,email_chat
acct_0167,Clearpath Partners 166,enterprise,retail,11399,enterprise,204696.74,17058.06,CA,North America,2024-08-25T00:00:00Z,2024-09-22T00:00:00Z,2025-09-22T00:00:00Z,active,not_churned,,68,csm_03,dedicated
acct_0168,Summit Digital 167,agency,education,63,team,4847.13,403.93,IN,Latin America,2024-09-23T00:00:00Z,2024-09-24T00:00:00Z,2025-09-24T00:00:00Z,active,not_churned,,62,,email_chat
acct_0169,Harbor Services 168,small_business,retail,14,team,3923.01,326.92,FR,Asia Pacific,2024-03-29T00:00:00Z,2024-05-13T00:00:00Z,2025-05-13T00:00:00Z,trial,not_churned,,54,,email_chat
acct_0170,Brightlane Works 169,enterprise,software,16941,enterprise,225935.07,18827.92,DE,North America,2023-04-29T00:00:00Z,2023-06-12T00:00:00Z,2024-06-11T00:00:00Z,churned,churned,2024-11-20T00:00:00Z,20,csm_11,dedicated
acct_0171,Northstar Studios 170,mid_market,software,1104,enterprise,212857.49,17738.12,DE,Europe,2023-04-03T00:00:00Z,2023-04-18T00:00:00Z,2024-04-17T00:00:00Z,active,not_churned,,70,csm_13,dedicated
acct_0172,Bluefield Collective 171,mid_market,software,493,enterprise,164646.85,13720.57,BR,Asia Pacific,2024-02-16T00:00:00Z,2024-03-11T00:00:00Z,2025-03-11T00:00:00Z,active,not_churned,,88,csm_05,dedicated
acct_0173,Keystone Group 172,enterprise,construction,13309,enterprise,210261.03,17521.75,FR,North America,2024-06-27T00:00:00Z,2024-07-04T00:00:00Z,2025-07-04T00:00:00Z,active,not_churned,,55,csm_09,dedicated
acct_0174,Juniper Systems 173,individual,education,2,starter,607.52,50.63,IN,Europe,2023-12-03T00:00:00Z,2024-01-05T00:00:00Z,2025-01-04T00:00:00Z,active,not_churned,,42,,email
acct_0175,Riverbend Solutions 174,small_business,retail,74,team,4060.68,338.39,US,North America,2024-10-27T00:00:00Z,2024-10-29T00:00:00Z,2025-10-29T00:00:00Z,active,not_churned,,86,,email_chat
acct_0176,Metroline Labs 175,small_business,healthcare,77,starter,583.38,48.61,US,Asia Pacific,2023-05-08T00:00:00Z,2023-06-29T00:00:00Z,2024-06-28T00:00:00Z,trial,not_churned,,68,,email
acct_0177,Clearpath Partners 176,enterprise,manufacturing,16792,enterprise,198495.69,16541.31,BR,Europe,2023-02-03T00:00:00Z,2023-03-18T00:00:00Z,2024-03-17T00:00:00Z,active,not_churned,,58,csm_01,dedicated
acct_0178,Summit Digital 177,mid_market,construction,727,business,23056.91,1921.41,DE,Asia Pacific,2024-05-05T00:00:00Z,2024-06-11T00:00:00Z,2025-06-11T00:00:00Z,active,not_churned,,74,csm_09,priority
acct_0179,Harbor Services 178,mid_market,consulting,290,enterprise,229725.97,19143.83,FR,Asia Pacific,2024-08-11T00:00:00Z,2024-09-21T00:00:00Z,2025-09-21T00:00:00Z,active,not_churned,,95,csm_01,dedicated
acct_0180,Brightlane Works 179,enterprise,retail,6603,enterprise,129993.0,10832.75,IN,Latin America,2024-03-23T00:00:00Z,2024-04-22T00:00:00Z,2025-04-22T00:00:00Z,trial,not_churned,,96,csm_01,dedicated
acct_0181,Northstar Studios 180,small_business,marketing,44,team,6333.73,527.81,IN,Europe,2024-08-25T00:00:00Z,2024-10-10T00:00:00Z,2025-10-10T00:00:00Z,active,not_churned,,33,,email_chat
acct_0182,Bluefield Collective 181,enterprise,consulting,6835,enterprise,141256.16,11771.35,DE,Latin America,2025-03-13T00:00:00Z,2025-03-30T00:00:00Z,2026-03-30T00:00:00Z,churned,churned,2025-11-18T00:00:00Z,35,csm_06,dedicated
acct_0183,Keystone Group 182,agency,consulting,169,business,24283.68,2023.64,BR,Europe,2023-03-09T00:00:00Z,2023-04-10T00:00:00Z,2024-04-09T00:00:00Z,active,not_churned,,93,csm_01,priority
acct_0184,Juniper Systems 183,mid_market,software,290,enterprise,157342.04,13111.84,GB,Asia Pacific,2024-08-13T00:00:00Z,2024-10-04T00:00:00Z,2025-10-04T00:00:00Z,active,not_churned,,68,csm_12,dedicated
acct_0185,Riverbend Solutions 184,mid_market,manufacturing,863,business,28543.22,2378.6,AU,Europe,2024-10-28T00:00:00Z,2024-12-17T00:00:00Z,2025-12-17T00:00:00Z,active,not_churned,,66,csm_06,priority
acct_0186,Metroline Labs 185,agency,consulting,74,business,32032.27,2669.36,BR,Asia Pacific,2024-01-31T00:00:00Z,2024-02-05T00:00:00Z,2025-02-04T00:00:00Z,active,not_churned,,85,csm_15,priority
acct_0187,Clearpath Partners 186,small_business,healthcare,60,team,2730.79,227.57,BR,Latin America,2024-12-03T00:00:00Z,2025-01-23T00:00:00Z,2026-01-23T00:00:00Z,trial,not_churned,,38,,email_chat
acct_0188,Summit Digital 187,agency,education,128,business,24565.98,2047.16,CA,Europe,2023-09-25T00:00:00Z,2023-10-15T00:00:00Z,2024-10-14T00:00:00Z,active,not_churned,,28,csm_07,priority
acct_0189,Harbor Services 188,agency,financial_services,146,business,31209.39,2600.78,US,Europe,2024-07-18T00:00:00Z,2024-07-26T00:00:00Z,2025-07-26T00:00:00Z,active,not_churned,,29,csm_01,priority
acct_0190,Brightlane Works 189,individual,manufacturing,2,starter,314.02,26.17,BR,Latin America,2025-01-04T00:00:00Z,2025-02-16T00:00:00Z,2026-02-16T00:00:00Z,active,not_churned,,91,,email
acct_0191,Northstar Studios 190,enterprise,construction,3789,enterprise,221031.23,18419.27,GB,Europe,2024-09-07T00:00:00Z,2024-10-24T00:00:00Z,2025-10-24T00:00:00Z,active,not_churned,,35,csm_03,dedicated
acct_0192,Bluefield Collective 191,small_business,software,22,starter,750.96,62.58,GB,Latin America,2025-02-20T00:00:00Z,2025-03-28T00:00:00Z,2026-03-28T00:00:00Z,active,not_churned,,74,,email
acct_0193,Keystone Group 192,enterprise,consulting,17481,enterprise,200212.04,16684.34,CA,Asia Pacific,2023-03-14T00:00:00Z,2023-05-10T00:00:00Z,2024-05-09T00:00:00Z,churned,churned,2024-01-19T00:00:00Z,18,csm_16,dedicated
acct_0194,Juniper Systems 193,enterprise,education,5936,enterprise,169548.49,14129.04,IN,North America,2025-04-28T00:00:00Z,2025-05-20T00:00:00Z,2026-05-20T00:00:00Z,active,not_churned,,77,csm_01,dedicated
acct_0195,Riverbend Solutions 194,mid_market,construction,184,enterprise,168489.22,14040.77,DE,North America,2024-03-25T00:00:00Z,2024-04-25T00:00:00Z,2025-04-25T00:00:00Z,active,not_churned,,96,csm_04,dedicated
acct_0196,Metroline Labs 195,individual,education,1,starter,676.04,56.34,BR,Asia Pacific,2024-07-22T00:00:00Z,2024-07-23T00:00:00Z,2025-07-23T00:00:00Z,churned,churned,2025-11-15T00:00:00Z,19,,email
acct_0197,Clearpath Partners 196,enterprise,software,13186,enterprise,205867.07,17155.59,IN,Asia Pacific,2024-06-19T00:00:00Z,2024-07-27T00:00:00Z,2025-07-27T00:00:00Z,active,not_churned,,53,csm_05,dedicated
acct_0198,Summit Digital 197,small_business,financial_services,33,team,3464.05,288.67,IN,Latin America,2023-06-11T00:00:00Z,2023-07-14T00:00:00Z,2024-07-13T00:00:00Z,active,not_churned,,88,,email_chat
acct_0199,Harbor Services 198,small_business,financial_services,38,starter,751.46,62.62,IN,North America,2025-01-07T00:00:00Z,2025-01-28T00:00:00Z,2026-01-28T00:00:00Z,active,not_churned,,78,,email
acct_0200,Brightlane Works 199,small_business,manufacturing,72,team,3726.43,310.54,FR,Europe,2023-01-27T00:00:00Z,2023-02-19T00:00:00Z,2024-02-19T00:00:00Z,active,not_churned,,95,,email_chat
acct_0201,Northstar Studios 200,enterprise,healthcare,15404,enterprise,129125.6,10760.47,GB,North America,2023-01-29T00:00:00Z,2023-02-07T00:00:00Z,2024-02-07T00:00:00Z,active,not_churned,,62,csm_11,dedicated
acct_0202,Bluefield Collective 201,individual,manufacturing,3,starter,323.42,26.95,DE,North America,2023-03-22T00:00:00Z,2023-04-02T00:00:00Z,2024-04-01T00:00:00Z,churned,churned,2025-01-27T00:00:00Z,18,,email
acct_0203,Keystone Group 202,individual,financial_services,1,starter,350.19,29.18,FR,North America,2024-03-10T00:00:00Z,2024-03-20T00:00:00Z,2025-03-20T00:00:00Z,active,not_churned,,33,,email
acct_0204,Juniper Systems 203,mid_market,consulting,949,business,15588.69,1299.06,CA,Latin America,2023-06-15T00:00:00Z,2023-06-24T00:00:00Z,2024-06-23T00:00:00Z,active,not_churned,,41,csm_15,priority
acct_0205,Riverbend Solutions 204,enterprise,marketing,10902,enterprise,147973.63,12331.14,GB,Latin America,2025-04-30T00:00:00Z,2025-05-18T00:00:00Z,2026-05-18T00:00:00Z,active,not_churned,,67,csm_11,dedicated
acct_0206,Metroline Labs 205,agency,healthcare,69,team,3734.9,311.24,BR,Europe,2023-02-24T00:00:00Z,2023-03-30T00:00:00Z,2024-03-29T00:00:00Z,churned,churned,2023-10-20T00:00:00Z,15,,email_chat
acct_0207,Clearpath Partners 206,enterprise,software,9100,enterprise,163055.21,13587.93,AU,Latin America,2023-05-22T00:00:00Z,2023-06-16T00:00:00Z,2024-06-15T00:00:00Z,active,not_churned,,52,csm_08,dedicated
acct_0208,Summit Digital 207,agency,construction,249,team,3021.36,251.78,DE,Latin America,2023-10-28T00:00:00Z,2023-11-15T00:00:00Z,2024-11-14T00:00:00Z,active,not_churned,,57,,email_chat
acct_0209,Harbor Services 208,individual,software,3,starter,713.03,59.42,BR,North America,2024-02-19T00:00:00Z,2024-02-28T00:00:00Z,2025-02-27T00:00:00Z,active,not_churned,,44,,email
acct_0210,Brightlane Works 209,mid_market,software,698,business,15004.31,1250.36,FR,Asia Pacific,2025-04-07T00:00:00Z,2025-06-05T00:00:00Z,2026-06-05T00:00:00Z,trial,not_churned,,52,csm_09,priority
acct_0211,Northstar Studios 210,mid_market,construction,951,enterprise,147465.03,12288.75,BR,North America,2023-04-21T00:00:00Z,2023-04-27T00:00:00Z,2024-04-26T00:00:00Z,active,not_churned,,70,csm_16,dedicated
acct_0212,Bluefield Collective 211,individual,education,1,starter,425.91,35.49,DE,Latin America,2025-01-05T00:00:00Z,2025-03-06T00:00:00Z,2026-03-06T00:00:00Z,active,not_churned,,46,,email
acct_0213,Keystone Group 212,small_business,retail,21,team,4848.94,404.08,FR,North America,2024-07-05T00:00:00Z,2024-08-19T00:00:00Z,2025-08-19T00:00:00Z,active,not_churned,,93,,email_chat
acct_0214,Juniper Systems 213,individual,retail,1,starter,492.85,41.07,DE,North America,2023-12-02T00:00:00Z,2024-01-24T00:00:00Z,2025-01-23T00:00:00Z,active,not_churned,,52,,email
acct_0215,Riverbend Solutions 214,agency,healthcare,178,team,5018.54,418.21,AU,Asia Pacific,2024-02-16T00:00:00Z,2024-03-08T00:00:00Z,2025-03-08T00:00:00Z,active,not_churned,,64,,email_chat
acct_0216,Metroline Labs 215,individual,education,3,starter,608.9,50.74,IN,Europe,2024-04-19T00:00:00Z,2024-06-08T00:00:00Z,2025-06-08T00:00:00Z,active,not_churned,,39,,email
acct_0217,Clearpath Partners 216,enterprise,construction,10439,enterprise,164655.63,13721.3,AU,Asia Pacific,2024-04-27T00:00:00Z,2024-06-03T00:00:00Z,2025-06-03T00:00:00Z,active,not_churned,,78,csm_03,dedicated
acct_0218,Summit Digital 217,individual,manufacturing,1,starter,594.17,49.51,IN,North America,2024-09-13T00:00:00Z,2024-10-22T00:00:00Z,2025-10-22T00:00:00Z,churned,churned,2025-12-14T00:00:00Z,21,,email
acct_0219,Harbor Services 218,mid_market,construction,800,enterprise,189418.45,15784.87,GB,Asia Pacific,2024-10-24T00:00:00Z,2024-11-29T00:00:00Z,2025-11-29T00:00:00Z,active,not_churned,,50,csm_16,dedicated
acct_0220,Brightlane Works 219,small_business,consulting,11,starter,446.76,37.23,GB,Asia Pacific,2024-05-13T00:00:00Z,2024-07-02T00:00:00Z,2025-07-02T00:00:00Z,trial,not_churned,,29,,email
acct_0221,Northstar Studios 220,individual,financial_services,2,starter,571.63,47.64,BR,Europe,2024-08-05T00:00:00Z,2024-10-04T00:00:00Z,2025-10-04T00:00:00Z,active,not_churned,,53,,email
acct_0222,Bluefield Collective 221,small_business,software,54,team,5922.89,493.57,IN,Asia Pacific,2024-12-28T00:00:00Z,2025-01-13T00:00:00Z,2026-01-13T00:00:00Z,trial,not_churned,,75,,email_chat
acct_0223,Keystone Group 222,individual,education,1,starter,478.84,39.9,GB,Latin America,2023-12-01T00:00:00Z,2023-12-15T00:00:00Z,2024-12-14T00:00:00Z,active,not_churned,,88,,email
acct_0224,Juniper Systems 223,enterprise,marketing,15848,enterprise,213226.6,17768.88,AU,North America,2025-04-17T00:00:00Z,2025-06-11T00:00:00Z,2026-06-11T00:00:00Z,active,not_churned,,44,csm_11,dedicated
acct_0225,Riverbend Solutions 224,agency,consulting,36,business,18365.49,1530.46,GB,Asia Pacific,2024-02-11T00:00:00Z,2024-02-14T00:00:00Z,2025-02-13T00:00:00Z,active,not_churned,,90,csm_07,priority
acct_0226,Metroline Labs 225,small_business,software,7,team,3172.37,264.36,US,Latin America,2024-05-27T00:00:00Z,2024-06-12T00:00:00Z,2025-06-12T00:00:00Z,active,not_churned,,89,,email_chat
acct_0227,Clearpath Partners 226,individual,education,2,starter,767.98,64.0,DE,North America,2024-04-11T00:00:00Z,2024-04-16T00:00:00Z,2025-04-16T00:00:00Z,churned,churned,2026-02-06T00:00:00Z,17,,email
acct_0228,Summit Digital 227,enterprise,financial_services,1793,enterprise,229028.53,19085.71,DE,North America,2023-12-30T00:00:00Z,2024-01-25T00:00:00Z,2025-01-24T00:00:00Z,active,not_churned,,95,csm_11,dedicated
acct_0229,Harbor Services 228,mid_market,retail,1055,business,30826.98,2568.91,BR,Asia Pacific,2025-03-12T00:00:00Z,2025-03-28T00:00:00Z,2026-03-28T00:00:00Z,active,not_churned,,60,csm_02,priority
acct_0230,Brightlane Works 229,agency,retail,119,team,5594.25,466.19,BR,Latin America,2024-06-17T00:00:00Z,2024-07-25T00:00:00Z,2025-07-25T00:00:00Z,active,not_churned,,70,,email_chat
acct_0231,Northstar Studios 230,small_business,construction,56,starter,612.63,51.05,CA,Latin America,2024-03-04T00:00:00Z,2024-04-06T00:00:00Z,2025-04-06T00:00:00Z,trial,not_churned,,61,,email
acct_0232,Bluefield Collective 231,small_business,education,40,team,4916.87,409.74,CA,North America,2024-01-28T00:00:00Z,2024-02-06T00:00:00Z,2025-02-05T00:00:00Z,active,not_churned,,90,,email_chat
acct_0233,Keystone Group 232,small_business,financial_services,35,starter,429.11,35.76,AU,Latin America,2025-03-19T00:00:00Z,2025-04-25T00:00:00Z,2026-04-25T00:00:00Z,active,not_churned,,51,,email
acct_0234,Juniper Systems 233,mid_market,consulting,787,business,28845.3,2403.77,IN,Asia Pacific,2024-12-27T00:00:00Z,2025-01-27T00:00:00Z,2026-01-27T00:00:00Z,active,not_churned,,71,csm_08,priority
acct_0235,Riverbend Solutions 234,enterprise,retail,6237,enterprise,140972.03,11747.67,AU,North America,2025-02-09T00:00:00Z,2025-02-28T00:00:00Z,2026-02-28T00:00:00Z,active,not_churned,,57,csm_09,dedicated
acct_0236,Metroline Labs 235,agency,healthcare,120,team,2735.23,227.94,GB,Europe,2023-08-22T00:00:00Z,2023-10-16T00:00:00Z,2024-10-15T00:00:00Z,trial,not_churned,,63,,email_chat
acct_0237,Clearpath Partners 236,individual,financial_services,2,starter,649.73,54.14,IN,North America,2023-01-08T00:00:00Z,2023-02-09T00:00:00Z,2024-02-09T00:00:00Z,active,not_churned,,33,,email
acct_0238,Summit Digital 237,individual,retail,2,starter,351.52,29.29,GB,North America,2024-03-11T00:00:00Z,2024-05-02T00:00:00Z,2025-05-02T00:00:00Z,trial,not_churned,,50,,email
acct_0239,Harbor Services 238,small_business,consulting,30,team,6214.69,517.89,DE,Asia Pacific,2024-10-08T00:00:00Z,2024-10-10T00:00:00Z,2025-10-10T00:00:00Z,active,not_churned,,69,,email_chat
acct_0240,Brightlane Works 239,individual,software,2,starter,326.04,27.17,US,Latin America,2025-02-03T00:00:00Z,2025-02-07T00:00:00Z,2026-02-07T00:00:00Z,active,not_churned,,94,,email
acct_0241,Northstar Studios 240,agency,education,154,business,20833.79,1736.15,BR,Europe,2024-06-09T00:00:00Z,2024-07-26T00:00:00Z,2025-07-26T00:00:00Z,churned,churned,2026-02-11T00:00:00Z,28,csm_13,priority
acct_0242,Bluefield Collective 241,small_business,education,53,team,5170.56,430.88,GB,Europe,2024-09-19T00:00:00Z,2024-10-29T00:00:00Z,2025-10-29T00:00:00Z,active,not_churned,,31,,email_chat
acct_0243,Keystone Group 242,mid_market,consulting,913,business,17511.37,1459.28,IN,Latin America,2023-12-30T00:00:00Z,2024-01-25T00:00:00Z,2025-01-24T00:00:00Z,active,not_churned,,91,csm_12,priority
acct_0244,Juniper Systems 243,small_business,retail,54,team,3324.31,277.03,US,North America,2024-08-16T00:00:00Z,2024-08-17T00:00:00Z,2025-08-17T00:00:00Z,active,not_churned,,79,,email_chat
acct_0245,Riverbend Solutions 244,small_business,retail,75,team,5692.36,474.36,DE,North America,2024-10-30T00:00:00Z,2024-11-18T00:00:00Z,2025-11-18T00:00:00Z,active,not_churned,,53,,email_chat
acct_0246,Metroline Labs 245,small_business,healthcare,19,starter,395.7,32.97,FR,Latin America,2023-05-19T00:00:00Z,2023-07-16T00:00:00Z,2024-07-15T00:00:00Z,churned,churned,2025-02-10T00:00:00Z,45,,email
acct_0247,Clearpath Partners 246,small_business,consulting,21,team,3548.34,295.7,IN,Asia Pacific,2024-02-24T00:00:00Z,2024-03-20T00:00:00Z,2025-03-20T00:00:00Z,trial,not_churned,,86,,email_chat
acct_0248,Summit Digital 247,enterprise,software,2485,enterprise,161952.6,13496.05,IN,Europe,2023-09-25T00:00:00Z,2023-11-21T00:00:00Z,2024-11-20T00:00:00Z,churned,churned,2025-08-10T00:00:00Z,13,csm_02,dedicated
acct_0249,Harbor Services 248,mid_market,consulting,957,enterprise,218636.22,18219.69,BR,Asia Pacific,2023-04-02T00:00:00Z,2023-05-13T00:00:00Z,2024-05-12T00:00:00Z,trial,not_churned,,41,csm_03,dedicated
acct_0250,Brightlane Works 249,mid_market,consulting,518,enterprise,180197.11,15016.43,US,Latin America,2023-02-14T00:00:00Z,2023-04-11T00:00:00Z,2024-04-10T00:00:00Z,active,not_churned,,68,csm_09,dedicated
acct_0251,Northstar Studios 250,agency,healthcare,21,business,25996.42,2166.37,AU,Europe,2024-07-30T00:00:00Z,2024-08-05T00:00:00Z,2025-08-05T00:00:00Z,active,not_churned,,34,csm_12,priority
acct_0252,Bluefield Collective 251,enterprise,education,8829,enterprise,102852.08,8571.01,IN,Asia Pacific,2023-05-30T00:00:00Z,2023-06-23T00:00:00Z,2024-06-22T00:00:00Z,active,not_churned,,44,csm_04,dedicated
