opportunity_id,account_id,deal_stage,estimated_deal_value,created_at
opp_0385,acct_0302,closed_won,171197.09,2025-01-12T00:00:00Z
opp_0386,acct_0141,closed_won,20551.95,2025-03-16T00:00:00Z
opp_0387,acct_0042,proposal,38998.9,2026-01-01T00:00:00Z
opp_0388,acct_0494,closed_lost,166864.16,2025-10-08T00:00:00Z
opp_0389,acct_0345,closed_lost,3522.78,2025-11-07T00:00:00Z
opp_0390,acct_0359,proposal,133630.72,2024-05-18T00:00:00Z
opp_0391,acct_0189,proposal,39688.49,2026-01-05T00:00:00Z
opp_0392,acct_0409,closed_lost,310901.61,2024-08-28T00:00:00Z
opp_0393,acct_0312,security_review,117115.16,2024-09-16T00:00:00Z
opp_0394,acct_0173,closed_won,285910.28,2024-08-29T00:00:00Z
opp_0395,acct_0461,security_review,6414.3,2024-06-04T00:00:00Z
opp_0396,acct_0318,closed_lost,724.5,2024-07-21T00:00:00Z
opp_0397,acct_0422,discovery,199022.04,2024-09-13T00:00:00Z
opp_0398,acct_0483,procurement,7910.73,2024-12-09T00:00:00Z
opp_0399,acct_0231,discovery,584.94,2024-09-03T00:00:00Z
opp_0400,acct_0331,closed_won,3068.28,2024-03-21T00:00:00Z
opp_0401,acct_0021,discovery,167125.8,2024-04-14T00:00:00Z
opp_0402,acct_0048,discovery,274161.29,2025-07-09T00:00:00Z
opp_0403,acct_0349,discovery,87379.23,2025-01-11T00:00:00Z
opp_0404,acct_0357,closed_lost,223734.05,2025-12-08T00:00:00Z
opp_0405,acct_0216,proposal,876.96,2025-05-03T00:00:00Z
opp_0406,acct_0332,discovery,17376.5,2025-08-30T00:00:00Z
opp_0407,acct_0278,procurement,124468.13,2025-04-15T00:00:00Z
opp_0408,acct_0080,discovery,436.92,2025-11-21T00:00:00Z
opp_0409,acct_0464,closed_lost,195101.58,2024-12-12T00:00:00Z
opp_0410,acct_0281,discovery,150015.11,2024-09-10T00:00:00Z
opp_0411,acct_0303,procurement,91351.29,2024-08-08T00:00:00Z
opp_0412,acct_0200,security_review,4777.01,2025-08-26T00:00:00Z
opp_0413,acct_0493,closed_won,241985.9,2025-01-23T00:00:00Z
opp_0414,acct_0151,proposal,4288.93,2025-04-08T00:00:00Z
opp_0415,acct_0333,security_review,8294.76,2024-03-22T00:00:00Z
opp_0416,acct_0392,security_review,123662.14,2024-08-03T00:00:00Z
opp_0417,acct_0463,security_review,5164.97,2024-02-27T00:00:00Z
opp_0418,acct_0192,discovery,632.89,2025-01-03T00:00:00Z
opp_0419,acct_0405,procurement,17918.5,2024-12-02T00:00:00Z
opp_0420,acct_0253,procurement,181566.08,2025-07-24T00:00:00Z
opp_0421,acct_0236,closed_won,3980.54,2024-06-08T00:00:00Z
opp_0422,acct_0352,security_review,158052.01,2024-12-21T00:00:00Z
opp_0423,acct_0422,procurement,196669.98,2024-08-04T00:00:00Z
opp_0424,acct_0449,closed_won,6004.77,2024-05-13T00:00:00Z
opp_0425,acct_0035,closed_lost,185790.53,2025-09-27T00:00:00Z
opp_0426,acct_0065,proposal,869.15,2024-02-12T00:00:00Z
opp_0427,acct_0417,discovery,182078.8,2025-06-22T00:00:00Z
opp_0428,acct_0146,procurement,4058.07,2024-09-05T00:00:00Z
opp_0429,acct_0495,discovery,18451.69,2025-10-21T00:00:00Z
opp_0430,acct_0137,closed_lost,4869.42,2025-11-04T00:00:00Z
opp_0431,acct_0450,discovery,194859.26,2024-06-19T00:00:00Z
opp_0432,acct_0041,closed_lost,5566.7,2024-03-28T00:00:00Z
opp_0433,acct_0202,discovery,336.48,2026-01-07T00:00:00Z
opp_0434,acct_0035,proposal,144139.81,2025-04-16T00:00:00Z
opp_0435,acct_0447,discovery,793.55,2025-04-03T00:00:00Z
opp_0436,acct_0352,proposal,121228.2,2025-04-14T00:00:00Z
opp_0437,acct_0439,closed_won,179849.64,2024-04-28T00:00:00Z
opp_0438,acct_0455,closed_won,845.12,2025-07-31T00:00:00Z
opp_0439,acct_0399,closed_lost,433.01,2024-02-07T00:00:00Z
opp_0440,acct_0370,proposal,367.86,2024-04-09T00:00:00Z
opp_0441,acct_0024,closed_lost,256441.19,2025-08-08T00:00:00Z
opp_0442,acct_0109,discovery,384.21,2024-12-02T00:00:00Z
opp_0443,acct_0079,closed_lost,155572.49,2025-01-14T00:00:00Z
opp_0444,acct_0158,discovery,151651.47,2025-03-09T00:00:00Z
opp_0445,acct_0056,procurement,4593.56,2024-02-14T00:00:00Z
opp_0446,acct_0328,procurement,24032.3,2025-09-21T00:00:00Z
opp_0447,acct_0466,procurement,789.7,2025-09-21T00:00:00Z
opp_0448,acct_0432,security_review,4050.39,2024-09-16T00:00:00Z
opp_0449,acct_0451,procurement,675.33,2024-11-25T00:00:00Z
opp_0450,acct_0143,security_review,6296.55,2025-06-12T00:00:00Z
opp_0451,acct_0387,closed_won,334.55,2024-10-16T00:00:00Z
opp_0452,acct_0144,closed_lost,208527.01,2024-03-28T00:00:00Z
opp_0453,acct_0228,proposal,270642.72,2025-08-14T00:00:00Z
opp_0454,acct_0249,security_review,265378.18,2025-02-11T00:00:00Z
opp_0455,acct_0398,proposal,438.64,2024-08-23T00:00:00Z
opp_0456,acct_0456,discovery,6280.31,2025-04-29T00:00:00Z
opp_0457,acct_0411,procurement,152359.48,2024-03-16T00:00:00Z
opp_0458,acct_0164,closed_lost,779.53,2024-04-19T00:00:00Z
opp_0459,acct_0048,proposal,170727.91,2026-01-09T00:00:00Z
opp_0460,acct_0197,discovery,267765.48,2024-02-19T00:00:00Z
opp_0461,acct_0003,closed_lost,116418.54,2024-05-30T00:00:00Z
opp_0462,acct_0410,procurement,538.06,2024-09-07T00:00:00Z
opp_0463,acct_0120,proposal,507.38,2025-11-20T00:00:00Z
opp_0464,acct_0123,closed_lost,190618.74,2025-02-27T00:00:00Z
opp_0465,acct_0027,proposal,316732.62,2025-05-28T00:00:00Z
opp_0466,acct_0144,closed_won,230290.56,2024-07-15T00:00:00Z
opp_0467,acct_0378,closed_won,701.37,2024-03-31T00:00:00Z
opp_0468,acct_0414,proposal,29091.39,2025-08-17T00:00:00Z
opp_0469,acct_0131,discovery,242804.36,2025-01-22T00:00:00Z
opp_0470,acct_0169,closed_lost,4917.09,2025-07-07T00:00:00Z
opp_0471,acct_0499,closed_lost,19281.22,2025-03-26T00:00:00Z
opp_0472,acct_0246,discovery,352.91,2024-02-16T00:00:00Z
opp_0473,acct_0314,closed_won,21587.59,2025-07-01T00:00:00Z
opp_0474,acct_0153,closed_won,467.69,2024-09-19T00:00:00Z
opp_0475,acct_0087,proposal,902.61,2025-08-02T00:00:00Z
opp_0476,acct_0186,procurement,36528.98,2025-06-21T00:00:00Z
opp_0477,acct_0110,proposal,272171.7,2025-04-24T00:00:00Z
opp_0478,acct_0071,discovery,16558.73,2024-08-07T00:00:00Z
opp_0479,acct_0264,security_review,7980.48,2024-12-14T00:00:00Z
opp_0480,acct_0432,procurement,4688.99,2025-12-19T00:00:00Z
opp_0481,acct_0438,security_review,155186.2,2025-03-15T00:00:00Z
opp_0482,acct_0459,closed_won,32285.82,2024-04-20T00:00:00Z
opp_0483,acct_0396,proposal,311875.43,2025-10-04T00:00:00Z
opp_0484,acct_0368,proposal,430.67,2024-09-25T00:00:00Z
opp_0485,acct_0235,closed_lost,182100.97,2024-10-05T00:00:00Z
opp_0486,acct_0174,discovery,511.09,2025-10-13T00:00:00Z
opp_0487,acct_0341,procurement,320.7,2024-08-17T00:00:00Z
opp_0488,acct_0284,discovery,819.06,2026-01-14T00:00:00Z
opp_0489,acct_0500,security_review,4833.4,2025-07-15T00:00:00Z
opp_0490,acct_0424,security_review,487.6,2025-02-20T00:00:00Z
opp_0491,acct_0279,proposal,4680.45,2024-12-02T00:00:00Z
opp_0492,acct_0186,closed_won,40287.61,2025-02-11T00:00:00Z
opp_0493,acct_0201,proposal,134718.89,2025-03-11T00:00:00Z
opp_0494,acct_0419,procurement,141150.19,2025-06-21T00:00:00Z
opp_0495,acct_0244,procurement,4226.05,2024-07-19T00:00:00Z
opp_0496,acct_0156,closed_won,420.69,2025-06-11T00:00:00Z
opp_0497,acct_0051,closed_lost,433.63,2025-02-16T00:00:00Z
opp_0498,acct_0025,proposal,891.35,2025-12-01T00:00:00Z
opp_0499,acct_0044,discovery,170870.0,2024-07-22T00:00:00Z
opp_0500,acct_0009,closed_lost,233659.36,2024-10-30T00:00:00Z
opp_0501,acct_0260,closed_lost,411.84,2024-04-11T00:00:00Z
opp_0502,acct_0345,proposal,3901.35,2024-03-22T00:00:00Z
opp_0503,acct_0161,discovery,503.38,2024-02-28T00:00:00Z
opp_0504,acct_0123,proposal,211332.77,2024-04-04T00:00:00Z
opp_0505,acct_0165,discovery,30857.04,2025-10-08T00:00:00Z
opp_0506,acct_0333,proposal,9222.85,2024-07-07T00:00:00Z
opp_0507,acct_0247,procurement,4708.52,2025-09-15T00:00:00Z
opp_0508,acct_0265,closed_won,5146.36,2025-11-22T00:00:00Z
opp_0509,acct_0299,discovery,646.5,2024-12-12T00:00:00Z
opp_0510,acct_0257,proposal,33189.6,2024-03-14T00:00:00Z
opp_0511,acct_0222,closed_lost,5569.07,2024-08-11T00:00:00Z
opp_0512,acct_0259,closed_lost,221981.31,2025-03-09T00:00:00Z
opp_0513,acct_0056,closed_lost,6048.71,2025-04-04T00:00:00Z
opp_0514,acct_0479,security_review,47210.58,2025-04-04T00:00:00Z
opp_0515,acct_0066,security_review,887.92,2025-02-19T00:00:00Z
opp_0516,acct_0048,procurement,173404.05,2024-10-05T00:00:00Z
opp_0517,acct_0136,proposal,3541.76,2025-11-18T00:00:00Z
opp_0518,acct_0252,proposal,98679.94,2024-09-08T00:00:00Z
opp_0519,acct_0313,closed_won,378.04,2024-08-19T00:00:00Z
opp_0520,acct_0131,discovery,220534.53,2025-05-31T00:00:00Z
opp_0521,acct_0057,closed_lost,5174.52,2025-01-15T00:00:00Z
opp_0522,acct_0089,closed_won,211834.3,2024-02-17T00:00:00Z
opp_0523,acct_0053,procurement,584.29,2025-10-20T00:00:00Z
opp_0524,acct_0224,closed_won,218840.95,2025-09-10T00:00:00Z
opp_0525,acct_0451,closed_lost,751.24,2024-08-23T00:00:00Z
opp_0526,acct_0335,security_review,98790.94,2025-07-22T00:00:00Z
opp_0527,acct_0075,proposal,42640.13,2024-06-25T00:00:00Z
opp_0528,acct_0253,security_review,271636.19,2025-08-23T00:00:00Z
opp_0529,acct_0079,discovery,140483.94,2025-06-30T00:00:00Z
opp_0530,acct_0243,proposal,24163.56,2024-04-26T00:00:00Z
opp_0531,acct_0127,discovery,33434.01,2024-12-30T00:00:00Z
opp_0532,acct_0396,procurement,335821.57,2024-11-10T00:00:00Z
opp_0533,acct_0241,proposal,26186.23,2024-05-09T00:00:00Z
opp_0534,acct_0074,proposal,401.41,2024-08-03T00:00:00Z
opp_0535,acct_0398,closed_won,619.31,2025-01-11T00:00:00Z
opp_0536,acct_0205,discovery,205336.52,2024-11-12T00:00:00Z
opp_0537,acct_0282,closed_won,670.16,2025-12-08T00:00:00Z
opp_0538,acct_0389,closed_won,245588.34,2025-07-26T00:00:00Z
opp_0539,acct_0224,discovery,205864.4,2024-05-02T00:00:00Z
opp_0540,acct_0437,closed_won,251443.29,2025-05-22T00:00:00Z
opp_0541,acct_0040,closed_won,13611.15,2025-05-30T00:00:00Z
opp_0542,acct_0130,closed_won,4711.6,2025-03-24T00:00:00Z
opp_0543,acct_0266,procurement,187481.29,2025-09-18T00:00:00Z
opp_0544,acct_0149,proposal,31614.68,2024-11-26T00:00:00Z
opp_0545,acct_0481,security_review,663.91,2024-11-04T00:00:00Z
opp_0546,acct_0142,closed_won,35236.28,2025-12-31T00:00:00Z
opp_0547,acct_0337,security_review,343.15,2025-12-09T00:00:00Z
opp_0548,acct_0457,closed_won,6053.8,2025-12-06T00:00:00Z
opp_0549,acct_0048,procurement,285168.81,2025-02-21T00:00:00Z
opp_0550,acct_0048,closed_lost,226564.74,2025-06-04T00:00:00Z
opp_0551,acct_0039,proposal,27910.35,2024-04-16T00:00:00Z
opp_0552,acct_0137,proposal,6365.03,2025-01-23T00:00:00Z
opp_0553,acct_0149,closed_won,34276.93,2025-03-05T00:00:00Z
opp_0554,acct_0355,procurement,3942.51,2024-10-29T00:00:00Z
opp_0555,acct_0241,proposal,24379.16,2024-04-15T00:00:00Z
opp_0556,acct_0219,procurement,225354.8,2024-12-29T00:00:00Z
opp_0557,acct_0213,closed_lost,5220.87,2024-09-24T00:00:00Z
opp_0558,acct_0286,security_review,5585.71,2025-07-26T00:00:00Z
opp_0559,acct_0292,discovery,45357.25,2025-02-07T00:00:00Z
opp_0560,acct_0494,procurement,188733.07,2025-02-21T00:00:00Z
opp_0561,acct_0120,security_review,486.35,2025-10-31T00:00:00Z
opp_0562,acct_0008,closed_lost,177806.09,2024-11-14T00:00:00Z
opp_0563,acct_0146,proposal,4235.21,2024-07-31T00:00:00Z
opp_0564,acct_0104,closed_won,738.59,2025-05-15T00:00:00Z
opp_0565,acct_0272,security_review,4177.69,2025-05-19T00:00:00Z
opp_0566,acct_0496,security_review,231548.1,2024-07-06T00:00:00Z
opp_0567,acct_0439,security_review,258946.62,2025-04-20T00:00:00Z
opp_0568,acct_0479,procurement,30275.29,2024-09-03T00:00:00Z
opp_0569,acct_0451,procurement,628.47,2024-07-15T00:00:00Z
opp_0570,acct_0127,closed_lost,34723.84,2025-06-15T00:00:00Z
opp_0571,acct_0239,security_review,7349.82,2024-07-19T00:00:00Z
opp_0572,acct_0111,closed_lost,29645.81,2024-12-06T00:00:00Z
opp_0573,acct_0342,closed_won,32423.35,2025-07-25T00:00:00Z
opp_0574,acct_0330,closed_won,15003.53,2025-06-29T00:00:00Z
opp_0575,acct_0098,procurement,449.62,2024-06-01T00:00:00Z
opp_0576,acct_0250,security_review,248955.73,2026-01-15T00:00:00Z
opp_0577,acct_0248,procurement,182590.78,2025-11-06T00:00:00Z
opp_0578,acct_0496,security_review,234494.98,2025-04-27T00:00:00Z
opp_0579,acct_0252,discovery,119152.03,2024-07-07T00:00:00Z
opp_0580,acct_0230,proposal,8162.73,2024-07-06T00:00:00Z
opp_0581,acct_0319,procurement,25061.24,2025-04-12T00:00:00Z
opp_0582,acct_0226,discovery,3686.03,2024-12-19T00:00:00Z
opp_0583,acct_0040,closed_lost,18894.44,2024-06-28T00:00:00Z
opp_0584,acct_0003,discovery,91940.95,2025-10-14T00:00:00Z
opp_0585,acct_0292,closed_lost,38732.54,2024-02-05T00:00:00Z
opp_0586,acct_0069,security_review,167029.94,2024-02-17T00:00:00Z
opp_0587,acct_0122,closed_won,573.51,2025-02-09T00:00:00Z
opp_0588,acct_0459,closed_lost,28684.17,2025-02-07T00:00:00Z
opp_0589,acct_0375,closed_won,101661.49,2025-01-07T00:00:00Z
opp_0590,acct_0438,procurement,170485.49,2025-09-25T00:00:00Z
opp_0591,acct_0271,discovery,119560.74,2024-12-09T00:00:00Z
opp_0592,acct_0380,procurement,419.78,2024-08-31T00:00:00Z
opp_0593,acct_0092,proposal,5031.74,2024-03-23T00:00:00Z
opp_0594,acct_0330,closed_won,16121.51,2024-12-28T00:00:00Z
opp_0595,acct_0034,closed_lost,223063.83,2024-10-30T00:00:00Z
opp_0596,acct_0300,discovery,39951.8,2025-01-26T00:00:00Z
opp_0597,acct_0484,discovery,36106.09,2025-11-24T00:00:00Z
opp_0598,acct_0466,security_review,557.52,2024-08-28T00:00:00Z
opp_0599,acct_0002,closed_lost,9244.13,2025-01-16T00:00:00Z
opp_0600,acct_0098,procurement,479.56,2024-06-15T00:00:00Z
opp_0601,acct_0226,procurement,4028.53,2024-04-21T00:00:00Z
opp_0602,acct_0407,security_review,472.67,2024-09-21T00:00:00Z
opp_0603,acct_0202,closed_won,324.89,2024-03-22T00:00:00Z
opp_0604,acct_0152,proposal,9055.64,2025-02-21T00:00:00Z
opp_0605,acct_0378,proposal,637.1,2024-06-13T00:00:00Z
opp_0606,acct_0053,procurement,604.72,2025-02-02T00:00:00Z
opp_0607,acct_0249,closed_lost,210701.86,2025-11-29T00:00:00Z
opp_0608,acct_0220,proposal,475.25,2025-01-04T00:00:00Z
opp_0609,acct_0084,security_review,1073.12,2024-09-26T00:00:00Z
opp_0610,acct_0171,closed_lost,273534.31,2024-05-15T00:00:00Z
opp_0611,acct_0480,proposal,642.1,2025-09-16T00:00:00Z
opp_0612,acct_0464,proposal,160283.86,2024-12-08T00:00:00Z
opp_0613,acct_0440,closed_won,386.92,2025-03-30T00:00:00Z
opp_0614,acct_0405,closed_won,15748.3,2025-06-03T00:00:00Z
opp_0615,acct_0160,procurement,30976.08,2025-01-30T00:00:00Z
opp_0616,acct_0385,closed_lost,436.4,2024-10-09T00:00:00Z
opp_0617,acct_0217,closed_lost,214528.52,2025-08-14T00:00:00Z
opp_0618,acct_0062,procurement,161784.14,2025-08-09T00:00:00Z
opp_0619,acct_0428,closed_lost,356.1,2024-03-19T00:00:00Z
opp_0620,acct_0109,discovery,623.64,2024-10-09T00:00:00Z
opp_0621,acct_0432,discovery,4185.93,2025-06-01T00:00:00Z
opp_0622,acct_0349,discovery,121117.37,2025-03-23T00:00:00Z
opp_0623,acct_0260,discovery,654.77,2025-07-04T00:00:00Z
opp_0624,acct_0090,security_review,484.85,2025-09-05T00:00:00Z
opp_0625,acct_0213,closed_won,6934.2,2024-02-17T00:00:00Z
opp_0626,acct_0173,security_review,274273.3,2024-08-05T00:00:00Z
opp_0627,acct_0183,discovery,27885.1,2025-08-17T00:00:00Z
opp_0628,acct_0128,discovery,302828.83,2025-11-30T00:00:00Z
opp_0629,acct_0051,discovery,410.13,2024-05-13T00:00:00Z
opp_0630,acct_0423,discovery,858.83,2026-01-17T00:00:00Z
opp_0631,acct_0003,discovery,141055.66,2024-11-03T00:00:00Z
opp_0632,acct_0264,security_review,6436.7,2024-12-18T00:00:00Z
opp_0633,acct_0334,closed_lost,7599.24,2024-07-03T00:00:00Z
opp_0634,acct_0077,closed_lost,184119.69,2024-06-15T00:00:00Z
opp_0635,acct_0284,security_review,840.53,2024-06-27T00:00:00Z
opp_0636,acct_0334,closed_lost,6795.15,2024-12-22T00:00:00Z
opp_0637,acct_0006,procurement,4121.39,2024-07-19T00:00:00Z
opp_0638,acct_0164,procurement,552.95,2024-02-17T00:00:00Z
opp_0639,acct_0338,security_review,32171.39,2025-10-22T00:00:00Z
opp_0640,acct_0434,closed_won,154386.33,2025-10-22T00:00:00Z
opp_0641,acct_0124,closed_lost,112797.65,2024-07-03T00:00:00Z
opp_0642,acct_0121,proposal,885.6,2025-12-21T00:00:00Z
opp_0643,acct_0476,discovery,516.14,2024-09-12T00:00:00Z
opp_0644,acct_0380,closed_lost,449.33,2025-03-14T00:00:00Z
opp_0645,acct_0145,procurement,461.2,2024-10-26T00:00:00Z
opp_0646,acct_0053,security_review,526.71,2025-06-12T00:00:00Z
opp_0647,acct_0280,proposal,8289.9,2025-06-08T00:00:00Z
opp_0648,acct_0368,security_review,380.84,2024-11-05T00:00:00Z
opp_0649,acct_0328,proposal,27755.22,2024-05-12T00:00:00Z
opp_0650,acct_0326,security_review,15837.29,2025-12-08T00:00:00Z
opp_0651,acct_0067,discovery,27175.67,2025-02-01T00:00:00Z
opp_0652,acct_0094,closed_won,458.68,2025-12-17T00:00:00Z
opp_0653,acct_0161,closed_lost,435.93,2025-07-24T00:00:00Z
opp_0654,acct_0416,proposal,24912.4,2025-07-30T00:00:00Z
opp_0655,acct_0338,proposal,39188.87,2024-04-12T00:00:00Z
opp_0656,acct_0175,proposal,5518.45,2024-03-22T00:00:00Z
opp_0657,acct_0034,discovery,252406.38,2024-04-23T00:00:00Z
opp_0658,acct_0017,proposal,847.5,2025-09-18T00:00:00Z
opp_0659,acct_0316,security_review,381.72,2024-06-26T00:00:00Z
opp_0660,acct_0206,security_review,3424.07,2024-09-13T00:00:00Z
opp_0661,acct_0316,proposal,327.03,2025-02-13T00:00:00Z
opp_0662,acct_0323,discovery,633.01,2024-06-04T00:00:00Z
opp_0663,acct_0484,proposal,25821.37,2024-05-30T00:00:00Z
opp_0664,acct_0111,closed_won,20794.71,2024-05-25T00:00:00Z
opp_0665,acct_0340,closed_lost,130575.95,2024-06-02T00:00:00Z
opp_0666,acct_0171,closed_won,224851.83,2025-09-15T00:00:00Z
opp_0667,acct_0013,closed_won,5184.23,2024-03-09T00:00:00Z
opp_0668,acct_0442,procurement,643.33,2025-12-08T00:00:00Z
opp_0669,acct_0461,security_review,5955.84,2025-06-30T00:00:00Z
opp_0670,acct_0405,procurement,16862.74,2024-07-24T00:00:00Z
opp_0671,acct_0113,proposal,721.99,2024-03-22T00:00:00Z
opp_0672,acct_0012,procurement,25757.6,2025-10-02T00:00:00Z
opp_0673,acct_0467,procurement,352.75,2024-12-09T00:00:00Z
opp_0674,acct_0447,proposal,733.48,2024-09-03T00:00:00Z
opp_0675,acct_0057,discovery,5757.0,2024-08-27T00:00:00Z
opp_0676,acct_0440,closed_lost,561.43,2026-01-19T00:00:00Z
opp_0677,acct_0068,closed_won,876.32,2025-08-04T00:00:00Z
opp_0678,acct_0460,procurement,21293.8,2025-08-30T00:00:00Z
opp_0679,acct_0094,discovery,355.6,2025-12-04T00:00:00Z
opp_0680,acct_0227,proposal,988.91,2024-03-27T00:00:00Z
opp_0681,acct_0416,closed_lost,23501.12,2024-07-02T00:00:00Z
opp_0682,acct_0304,closed_lost,29957.88,2025-08-09T00:00:00Z
opp_0683,acct_0166,security_review,8582.59,2025-04-29T00:00:00Z
opp_0684,acct_0247,procurement,5200.93,2024-12-08T00:00:00Z
opp_0685,acct_0190,procurement,450.6,2025-08-18T00:00:00Z
opp_0686,acct_0110,proposal,244654.95,2025-12-02T00:00:00Z
opp_0687,acct_0362,discovery,42113.25,2024-11-16T00:00:00Z
opp_0688,acct_0224,discovery,193148.21,2024-02-13T00:00:00Z
opp_0689,acct_0340,discovery,146518.45,2024-08-21T00:00:00Z
opp_0690,acct_0018,security_review,18815.87,2025-07-05T00:00:00Z
opp_0691,acct_0351,discovery,183251.4,2024-10-09T00:00:00Z
opp_0692,acct_0175,closed_lost,3552.36,2025-09-11T00:00:00Z
opp_0693,acct_0354,closed_lost,243333.57,2025-10-28T00:00:00Z
opp_0694,acct_0444,closed_lost,621.5,2025-11-22T00:00:00Z
opp_0695,acct_0184,proposal,189319.28,2025-01-11T00:00:00Z
opp_0696,acct_0162,proposal,147284.72,2024-06-27T00:00:00Z
opp_0697,acct_0246,discovery,393.6,2024-04-02T00:00:00Z
opp_0698,acct_0303,closed_lost,157923.69,2024-10-26T00:00:00Z
opp_0699,acct_0140,closed_won,5573.4,2025-04-15T00:00:00Z
opp_0700,acct_0317,security_review,189777.63,2025-07-29T00:00:00Z
opp_0701,acct_0130,procurement,8318.33,2025-06-21T00:00:00Z
opp_0702,acct_0473,closed_lost,472.15,2025-08-21T00:00:00Z
opp_0703,acct_0361,proposal,147284.9,2024-06-13T00:00:00Z
opp_0704,acct_0420,closed_won,159927.95,2025-01-29T00:00:00Z
opp_0705,acct_0009,closed_lost,182599.4,2024-03-16T00:00:00Z
opp_0706,acct_0240,discovery,385.86,2025-07-29T00:00:00Z
opp_0707,acct_0430,closed_won,3840.18,2024-12-25T00:00:00Z
opp_0708,acct_0116,closed_lost,28699.42,2025-12-30T00:00:00Z
opp_0709,acct_0003,discovery,97220.28,2025-07-11T00:00:00Z
opp_0710,acct_0238,closed_won,527.27,2025-11-19T00:00:00Z
opp_0711,acct_0030,closed_won,734.58,2025-11-13T00:00:00Z
opp_0712,acct_0173,security_review,262867.85,2024-04-16T00:00:00Z
opp_0713,acct_0213,proposal,6567.15,2024-12-28T00:00:00Z
opp_0714,acct_0168,closed_won,6247.67,2025-08-25T00:00:00Z
opp_0715,acct_0071,discovery,24276.4,2025-05-02T00:00:00Z
opp_0716,acct_0105,procurement,137593.21,2024-07-26T00:00:00Z
opp_0717,acct_0343,closed_won,146491.84,2024-04-13T00:00:00Z
opp_0718,acct_0250,security_review,225379.36,2024-05-21T00:00:00Z
opp_0719,acct_0309,procurement,164236.46,2025-12-17T00:00:00Z
opp_0720,acct_0353,closed_lost,222417.9,2024-06-13T00:00:00Z
opp_0721,acct_0164,closed_won,556.46,2025-06-04T00:00:00Z
opp_0722,acct_0199,security_review,630.19,2025-08-21T00:00:00Z
opp_0723,acct_0048,procurement,175315.77,2025-07-16T00:00:00Z
opp_0724,acct_0438,closed_won,109195.98,2025-08-20T00:00:00Z
opp_0725,acct_0077,closed_won,156839.93,2024-02-18T00:00:00Z
opp_0726,acct_0043,closed_won,717.56,2024-03-09T00:00:00Z
opp_0727,acct_0077,procurement,227311.09,2024-10-07T00:00:00Z
opp_0728,acct_0492,security_review,112191.01,2024-05-23T00:00:00Z
opp_0729,acct_0425,discovery,45094.92,2024-02-02T00:00:00Z
opp_0730,acct_0374,proposal,5855.09,2025-09-26T00:00:00Z
opp_0731,acct_0488,proposal,472.49,2025-07-07T00:00:00Z
opp_0732,acct_0296,security_review,20143.46,2025-11-13T00:00:00Z
opp_0733,acct_0334,proposal,5963.95,2024-08-01T00:00:00Z
opp_0734,acct_0278,security_review,151842.53,2025-05-31T00:00:00Z
opp_0735,acct_0157,closed_lost,486.57,2024-11-14T00:00:00Z
opp_0736,acct_0144,closed_won,208014.15,2024-05-01T00:00:00Z
opp_0737,acct_0340,closed_lost,107319.59,2024-03-27T00:00:00Z
opp_0738,acct_0015,discovery,795.57,2024-09-12T00:00:00Z
opp_0739,acct_0017,proposal,517.52,2024-06-24T00:00:00Z
opp_0740,acct_0055,procurement,168924.72,2024-11-12T00:00:00Z
opp_0741,acct_0121,procurement,635.51,2024-07-20T00:00:00Z
opp_0742,acct_0380,procurement,484.62,2024-02-19T00:00:00Z
opp_0743,acct_0202,discovery,403.61,2024-05-07T00:00:00Z
opp_0744,acct_0491,closed_won,7124.65,2025-09-20T00:00:00Z
opp_0745,acct_0080,closed_won,561.03,2024-10-12T00:00:00Z
opp_0746,acct_0050,proposal,1034.47,2024-03-19T00:00:00Z
opp_0747,acct_0045,proposal,5504.97,2024-04-30T00:00:00Z
opp_0748,acct_0484,security_review,30485.93,2025-07-24T00:00:00Z
opp_0749,acct_0087,security_review,832.38,2025-06-02T00:00:00Z
opp_0750,acct_0107,proposal,138785.28,2025-12-05T00:00:00Z
opp_0751,acct_0480,procurement,832.48,2025-12-04T00:00:00Z
opp_0752,acct_0057,proposal,6487.52,2025-01-01T00:00:00Z
opp_0753,acct_0482,discovery,32287.4,2025-09-07T00:00:00Z
opp_0754,acct_0365,security_review,22205.6,2025-08-12T00:00:00Z
opp_0755,acct_0222,procurement,5759.39,2024-05-11T00:00:00Z
opp_0756,acct_0036,closed_won,338.8,2025-09-07T00:00:00Z
opp_0757,acct_0244,discovery,2940.33,2024-07-18T00:00:00Z
opp_0758,acct_0251,security_review,33487.54,2025-01-31T00:00:00Z
opp_0759,acct_0479,closed_won,44498.69,2026-01-19T00:00:00Z
opp_0760,acct_0259,security_review,123809.1,2024-02-22T00:00:00Z
opp_0761,acct_0047,closed_won,7922.23,2024-08-12T00:00:00Z
opp_0762,acct_0385,closed_won,515.96,2025-11-30T00:00:00Z
opp_0763,acct_0012,proposal,35009.45,2025-06-21T00:00:00Z
opp_0764,acct_0143,security_review,4996.25,2024-03-19T00:00:00Z
opp_0765,acct_0192,discovery,870.94,2025-01-02T00:00:00Z
opp_0766,acct_0289,closed_won,756.26,2025-07-23T00:00:00Z
opp_0767,acct_0463,proposal,4382.17,2024-03-13T00:00:00Z
opp_0768,acct_0083,security_review,5336.98,2025-08-12T00:00:00Z
opp_0769,acct_0050,discovery,646.13,2024-10-08T00:00:00Z
